时间单元,频率单元
293,67
293,68
293,69
293,70
293,71
293,72
293,73
293,74
293,75
293,76
293,77
293,94
293,95
293,96
294,16
294,17
294,18
294,22
294,23
294,24
294,46
294,47
294,48
294,52
294,53
294,54
294,62
294,63
294,64
294,65
294,66
294,67
294,68
294,69
294,70
294,71
294,75
294,76
294,77
294,93
294,94
294,95
295,22
295,23
295,24
295,46
295,47
295,48
295,52
295,53
295,54
295,62
295,63
295,64
295,65
295,66
295,67
295,68
295,69
295,70
295,71
295,78
295,79
295,80
295,81
295,82
295,83
295,84
295,85
295,86
295,87
295,88
295,89
295,90
295,91
295,92
295,93
295,94
295,95
296,22
296,23
296,24
296,52
296,53
296,54
296,62
296,63
296,64
296,65
296,66
296,67
296,68
296,69
296,70
296,71
296,78
296,79
296,80
296,81
296,82
296,83
296,84
296,85
296,86
296,87
296,88
296,89
296,90
296,91
296,92
296,96
296,97
296,98
297,52
297,53
297,54
297,62
297,63
297,64
297,65
297,66
297,67
297,68
297,69
297,70
297,71
297,78
297,79
297,80
297,81
297,82
297,83
297,84
297,85
297,86
297,87
297,88
297,89
297,90
297,91
297,92
297,96
297,97
297,98
298,2
298,3
298,4
298,16
298,17
298,18
298,19
298,20
298,21
298,94
298,95
298,96
299,2
299,3
299,4
299,16
299,17
299,18
299,19
299,20
299,21
299,55
299,56
299,57
299,58
299,59
299,60
299,61
299,62
299,63
299,64
299,65
299,66
299,67
299,68
299,69
299,94
299,95
299,96
300,22
300,23
300,24
300,31
300,32
300,33
300,34
300,35
300,36
300,37
300,38
300,39
300,40
300,55
300,56
300,57
300,58
300,59
300,60
300,61
300,62
300,63
300,64
300,65
300,66
300,67
300,68
300,69
300,72
300,73
300,74
301,22
301,23
301,24
301,31
301,32
301,33
301,34
301,35
301,36
301,37
301,38
301,39
301,40
301,55
301,56
301,57
301,58
301,59
301,60
301,61
301,62
301,63
301,64
301,65
301,66
301,67
301,68
301,69
301,72
301,73
301,74
302,2
302,3
302,4
302,31
302,32
302,33
302,34
302,35
302,36
302,37
302,38
302,39
302,40
302,47
302,48
302,49
302,50
302,51
302,52
302,72
302,73
302,74
302,94
302,95
302,96
303,2
303,3
303,4
303,16
303,17
303,18
303,22
303,23
303,24
303,31
303,32
303,33
303,34
303,35
303,36
303,37
303,38
303,39
303,40
303,47
303,48
303,49
303,50
303,51
303,52
303,72
303,73
303,74
303,75
303,76
303,77
303,94
303,95
303,96
303,97
303,98
303,99
304,16
304,17
304,18
304,22
304,23
304,24
304,31
304,32
304,33
304,34
304,35
304,36
304,37
304,38
304,39
304,40
304,46
304,47
304,48
304,52
304,53
304,54
304,75
304,76
304,77
304,93
304,94
304,95
304,97
304,98
304,99
305,25
305,26
305,27
305,28
305,29
305,30
305,31
305,32
305,33
305,34
305,35
305,36
305,37
305,38
305,39
305,46
305,47
305,48
305,52
305,53
305,54
305,65
305,66
305,67
305,68
305,69
305,70
305,71
305,72
305,73
305,74
305,93
305,94
305,95
306,3
306,4
306,5
306,25
306,26
306,27
306,28
306,29
306,30
306,31
306,32
306,33
306,34
306,35
306,36
306,37
306,38
306,39
306,52
306,53
306,54
306,65
306,66
306,67
306,68
306,69
306,70
306,71
306,72
306,73
306,74
306,96
306,97
306,98
307,3
307,4
307,5
307,25
307,26
307,27
307,28
307,29
307,30
307,31
307,32
307,33
307,34
307,35
307,36
307,37
307,38
307,39
307,52
307,53
307,54
307,65
307,66
307,67
307,68
307,69
307,70
307,71
307,72
307,73
307,74
307,75
307,76
307,77
307,78
307,79
307,80
307,81
307,82
307,83
307,84
307,85
307,86
307,87
307,88
307,89
307,96
307,97
307,98
308,2
308,3
308,4
308,16
308,17
308,18
308,19
308,20
308,21
308,65
308,66
308,67
308,68
308,69
308,70
308,71
308,72
308,73
308,74
308,75
308,76
308,77
308,78
308,79
308,80
308,81
308,82
308,83
308,84
308,85
308,86
308,87
308,88
308,89
308,94
308,95
308,96
309,2
309,3
309,4
309,16
309,17
309,18
309,19
309,20
309,21
309,35
309,36
309,37
309,38
309,39
309,40
309,41
309,42
309,43
309,44
309,45
309,46
309,47
309,48
309,49
309,65
309,66
309,67
309,68
309,69
309,70
309,71
309,72
309,73
309,74
309,75
309,76
309,77
309,78
309,79
309,80
309,81
309,82
309,83
309,84
309,85
309,86
309,87
309,88
309,89
309,94
309,95
309,96
310,22
310,23
310,24
310,35
310,36
310,37
310,38
310,39
310,40
310,41
310,42
310,43
310,44
310,45
310,46
310,47
310,48
310,49
310,55
310,56
310,57
310,58
310,59
310,60
310,61
310,62
310,63
310,64
310,65
310,66
310,67
310,68
310,69
310,72
310,73
310,74
311,17
311,18
311,19
311,22
311,23
311,24
311,35
311,36
311,37
311,38
311,39
311,40
311,41
311,42
311,43
311,44
311,45
311,46
311,47
311,48
311,49
311,55
311,56
311,57
311,58
311,59
311,60
311,61
311,62
311,63
311,64
311,65
311,66
311,67
311,68
311,69
311,72
311,73
311,74
312,2
312,3
312,4
312,17
312,18
312,19
312,47
312,48
312,49
312,50
312,51
312,52
312,55
312,56
312,57
312,58
312,59
312,60
312,61
312,62
312,63
312,64
312,65
312,66
312,67
312,68
312,69
312,72
312,73
312,74
312,94
312,95
312,96
313,2
313,3
313,4
313,16
313,17
313,18
313,22
313,23
313,24
313,30
313,31
313,32
313,33
313,34
313,35
313,36
313,37
313,38
313,39
313,40
313,41
313,42
313,43
313,44
313,47
313,48
313,49
313,50
313,51
313,52
313,72
313,73
313,74
313,75
313,76
313,77
313,94
313,95
313,96
313,97
313,98
313,99
314,16
314,17
314,18
314,22
314,23
314,24
314,30
314,31
314,32
314,33
314,34
314,35
314,36
314,37
314,38
314,39
314,40
314,41
314,42
314,43
314,44
314,46
314,47
314,48
314,52
314,53
314,54
314,75
314,76
314,77
314,93
314,94
314,95
314,97
314,98
314,99
315,30
315,31
315,32
315,33
315,34
315,35
315,36
315,37
315,38
315,39
315,40
315,41
315,42
315,43
315,44
315,46
315,47
315,48
315,52
315,53
315,54
315,93
315,94
315,95
316,3
316,4
316,5
316,52
316,53
316,54
316,82
316,83
316,84
316,85
316,86
316,87
316,88
316,89
316,90
316,91
316,96
316,97
316,98
317,3
317,4
317,5
317,49
317,50
317,51
317,52
317,53
317,54
317,82
317,83
317,84
317,85
317,86
317,87
317,88
317,89
317,90
317,91
317,96
317,97
317,98
318,19
318,20
318,21
318,49
318,50
318,51
318,82
318,83
318,84
318,85
318,86
318,87
318,88
318,89
318,90
318,91
318,94
318,95
318,96
319,19
319,20
319,21
319,82
319,83
319,84
319,85
319,86
319,87
319,88
319,89
319,90
319,91
319,94
319,95
319,96
320,22
320,23
320,24
320,72
320,73
320,74
320,82
320,83
320,84
320,85
320,86
320,87
320,88
320,89
320,90
320,91
321,17
321,18
321,19
321,22
321,23
321,24
321,72
321,73
321,74
321,78
321,79
321,80
321,81
321,82
321,83
321,84
321,85
321,86
321,87
321,88
321,89
321,90
321,91
321,92
322,2
322,3
322,4
322,17
322,18
322,19
322,47
322,48
322,49
322,72
322,73
322,74
322,78
322,79
322,80
322,81
322,82
322,83
322,84
322,85
322,86
322,87
322,88
322,89
322,90
322,91
322,92
322,94
322,95
322,96
323,2
323,3
323,4
323,16
323,17
323,18
323,22
323,23
323,24
323,47
323,48
323,49
323,72
323,73
323,74
323,75
323,76
323,77
323,78
323,79
323,80
323,81
323,82
323,83
323,84
323,85
323,86
323,87
323,88
323,89
323,90
323,91
323,92
323,94
323,95
323,96
323,97
323,98
323,99
324,16
324,17
324,18
324,22
324,23
324,24
324,46
324,47
324,48
324,52
324,53
324,54
324,75
324,76
324,77
324,97
324,98
324,99
325,46
325,47
325,48
325,52
325,53
325,54
326,3
326,4
326,5
326,25
326,26
326,27
326,28
326,29
326,30
326,31
326,32
326,33
326,34
326,35
326,36
326,37
326,38
326,39
326,52
326,53
326,54
326,93
326,94
326,95
326,96
326,97
326,98
327,3
327,4
327,5
327,25
327,26
327,27
327,28
327,29
327,30
327,31
327,32
327,33
327,34
327,35
327,36
327,37
327,38
327,39
327,42
327,43
327,44
327,49
327,50
327,51
327,52
327,53
327,54
327,93
327,94
327,95
327,96
327,97
327,98
328,19
328,20
328,21
328,25
328,26
328,27
328,28
328,29
328,30
328,31
328,32
328,33
328,34
328,35
328,36
328,37
328,38
328,39
328,42
328,43
328,44
328,49
328,50
328,51
328,94
328,95
328,96
329,19
329,20
329,21
329,94
329,95
329,96
330,22
330,23
330,24
330,25
330,26
330,27
330,28
330,29
330,30
330,31
330,32
330,33
330,34
330,72
330,73
330,74
331,17
331,18
331,19
331,22
331,23
331,24
331,25
331,26
331,27
331,28
331,29
331,30
331,31
331,32
331,33
331,34
331,57
331,58
331,59
331,60
331,61
331,62
331,63
331,64
331,65
331,66
331,67
331,68
331,69
331,70
331,71
331,72
331,73
331,74
332,2
332,3
332,4
332,17
332,18
332,19
332,25
332,26
332,27
332,28
332,29
332,30
332,31
332,32
332,33
332,34
332,47
332,48
332,49
332,57
332,58
332,59
332,60
332,61
332,62
332,63
332,64
332,65
332,66
332,67
332,68
332,69
332,70
332,71
332,72
332,73
332,74
332,94
332,95
332,96
333,2
333,3
333,4
333,16
333,17
333,18
333,22
333,23
333,24
333,25
333,26
333,27
333,28
333,29
333,30
333,31
333,32
333,33
333,34
333,47
333,48
333,49
333,57
333,58
333,59
333,60
333,61
333,62
333,63
333,64
333,65
333,66
333,67
333,68
333,69
333,70
333,71
333,72
333,73
333,74
333,94
333,95
333,96
333,97
333,98
333,99
334,16
334,17
334,18
334,22
334,23
334,24
334,25
334,26
334,27
334,28
334,29
334,30
334,31
334,32
334,33
334,34
334,46
334,47
334,48
334,52
334,53
334,54
334,70
334,71
334,72
334,97
334,98
334,99
335,46
335,47
335,48
335,52
335,53
335,54
335,70
335,71
335,72
336,3
336,4
336,5
336,93
336,94
336,95
336,96
336,97
336,98
337,3
337,4
337,5
337,25
337,26
337,27
337,28
337,29
337,30
337,31
337,32
337,33
337,34
337,35
337,36
337,37
337,38
337,39
337,42
337,43
337,44
337,49
337,50
337,51
337,60
337,61
337,62
337,63
337,64
337,65
337,66
337,67
337,68
337,69
337,93
337,94
337,95
337,96
337,97
337,98
338,25
338,26
338,27
338,28
338,29
338,30
338,31
338,32
338,33
338,34
338,35
338,36
338,37
338,38
338,39
338,42
338,43
338,44
338,49
338,50
338,51
338,60
338,61
338,62
338,63
338,64
338,65
338,66
338,67
338,68
338,69
338,78
338,79
338,80
338,81
338,82
338,83
338,84
338,85
338,86
338,87
338,88
338,89
338,90
338,91
338,92
338,94
338,95
338,96
339,25
339,26
339,27
339,28
339,29
339,30
339,31
339,32
339,33
339,34
339,35
339,36
339,37
339,38
339,39
339,60
339,61
339,62
339,63
339,64
339,65
339,66
339,67
339,68
339,69
339,78
339,79
339,80
339,81
339,82
339,83
339,84
339,85
339,86
339,87
339,88
339,89
339,90
339,91
339,92
339,94
339,95
339,96
340,22
340,23
340,24
340,60
340,61
340,62
340,63
340,64
340,65
340,66
340,67
340,68
340,69
340,72
340,73
340,74
340,78
340,79
340,80
340,81
340,82
340,83
340,84
340,85
340,86
340,87
340,88
340,89
340,90
340,91
340,92
341,17
341,18
341,19
341,22
341,23
341,24
341,25
341,26
341,27
341,28
341,29
341,30
341,31
341,32
341,33
341,34
341,44
341,45
341,46
341,60
341,61
341,62
341,63
341,64
341,65
341,66
341,67
341,68
341,69
341,72
341,73
341,74
342,2
342,3
342,4
342,17
342,18
342,19
342,25
342,26
342,27
342,28
342,29
342,30
342,31
342,32
342,33
342,34
342,44
342,45
342,46
342,47
342,48
342,49
342,55
342,56
342,57
342,58
342,59
342,60
342,61
342,62
342,63
342,64
342,65
342,66
342,67
342,68
342,69
342,72
342,73
342,74
343,2
343,3
343,4
343,16
343,17
343,18
343,22
343,23
343,24
343,25
343,26
343,27
343,28
343,29
343,30
343,31
343,32
343,33
343,34
343,47
343,48
343,49
343,55
343,56
343,57
343,58
343,59
343,60
343,61
343,62
343,63
343,64
343,65
343,66
343,67
343,68
343,69
343,72
343,73
343,74
343,97
343,98
343,99
344,16
344,17
344,18
344,22
344,23
344,24
344,25
344,26
344,27
344,28
344,29
344,30
344,31
344,32
344,33
344,34
344,46
344,47
344,48
344,52
344,53
344,54
344,55
344,56
344,57
344,58
344,59
344,60
344,61
344,62
344,63
344,64
344,65
344,66
344,67
344,68
344,69
344,70
344,71
344,72
344,97
344,98
344,99
345,25
345,26
345,27
345,28
345,29
345,30
345,31
345,32
345,33
345,34
345,46
345,47
345,48
345,52
345,53
345,54
345,70
345,71
345,72
346,3
346,4
346,5
346,21
346,22
346,23
346,93
346,94
346,95
346,96
346,97
346,98
347,3
347,4
347,5
347,21
347,22
347,23
347,42
347,43
347,44
347,49
347,50
347,51
347,93
347,94
347,95
347,96
347,97
347,98
348,6
348,7
348,8
348,9
348,10
348,11
348,12
348,13
348,14
348,15
348,25
348,26
348,27
348,28
348,29
348,30
348,31
348,32
348,33
348,34
348,35
348,36
348,37
348,38
348,39
348,42
348,43
348,44
348,49
348,50
348,51
348,94
348,95
348,96
349,6
349,7
349,8
349,9
349,10
349,11
349,12
349,13
349,14
349,15
349,25
349,26
349,27
349,28
349,29
349,30
349,31
349,32
349,33
349,34
349,35
349,36
349,37
349,38
349,39
349,94
349,95
349,96
350,6
350,7
350,8
350,9
350,10
350,11
350,12
350,13
350,14
350,15
350,22
350,23
350,24
350,25
350,26
350,27
350,28
350,29
350,30
350,31
350,32
350,33
350,34
350,35
350,36
350,37
350,38
350,39
350,72
350,73
350,74
350,75
350,76
350,77
350,78
350,79
350,80
350,81
350,82
350,83
350,84
350,85
350,86
350,87
350,88
350,89
351,6
351,7
351,8
351,9
351,10
351,11
351,12
351,13
351,14
351,15
351,17
351,18
351,19
351,22
351,23
351,24
351,44
351,45
351,46
351,72
351,73
351,74
351,75
351,76
351,77
351,78
351,79
351,80
351,81
351,82
351,83
351,84
351,85
351,86
351,87
351,88
351,89
352,2
352,3
352,4
352,6
352,7
352,8
352,9
352,10
352,11
352,12
352,13
352,14
352,15
352,17
352,18
352,19
352,44
352,45
352,46
352,47
352,48
352,49
352,72
352,73
352,74
352,75
352,76
352,77
352,78
352,79
352,80
352,81
352,82
352,83
352,84
352,85
352,86
352,87
352,88
352,89
353,2
353,3
353,4
353,16
353,17
353,18
353,22
353,23
353,24
353,47
353,48
353,49
353,55
353,56
353,57
353,58
353,59
353,60
353,61
353,62
353,63
353,64
353,65
353,66
353,67
353,68
353,69
353,72
353,73
353,74
353,97
353,98
353,99
354,16
354,17
354,18
354,22
354,23
354,24
354,46
354,47
354,48
354,52
354,53
354,54
354,55
354,56
354,57
354,58
354,59
354,60
354,61
354,62
354,63
354,64
354,65
354,66
354,67
354,68
354,69
354,70
354,71
354,72
354,97
354,98
354,99
355,46
355,47
355,48
355,52
355,53
355,54
355,55
355,56
355,57
355,58
355,59
355,60
355,61
355,62
355,63
355,64
355,65
355,66
355,67
355,68
355,69
355,70
355,71
355,72
356,3
356,4
356,5
356,21
356,22
356,23
356,93
356,94
356,95
356,96
356,97
356,98
357,3
357,4
357,5
357,21
357,22
357,23
357,26
357,27
357,28
357,29
357,30
357,31
357,32
357,33
357,34
357,35
357,36
357,37
357,38
357,39
357,40
357,42
357,43
357,44
357,49
357,50
357,51
357,93
357,94
357,95
357,96
357,97
357,98
358,26
358,27
358,28
358,29
358,30
358,31
358,32
358,33
358,34
358,35
358,36
358,37
358,38
358,39
358,40
358,42
358,43
358,44
358,49
358,50
358,51
358,62
358,63
358,64
358,65
358,66
358,67
358,68
358,69
358,70
358,71
358,94
358,95
358,96
359,26
359,27
359,28
359,29
359,30
359,31
359,32
359,33
359,34
359,35
359,36
359,37
359,38
359,39
359,40
359,62
359,63
359,64
359,65
359,66
359,67
359,68
359,69
359,70
359,71
359,94
359,95
359,96
360,22
360,23
360,24
360,62
360,63
360,64
360,65
360,66
360,67
360,68
360,69
360,70
360,71
360,72
360,73
360,74
361,17
361,18
361,19
361,22
361,23
361,24
361,41
361,42
361,43
361,44
361,45
361,46
361,62
361,63
361,64
361,65
361,66
361,67
361,68
361,69
361,70
361,71
361,72
361,73
361,74
362,17
362,18
362,19
362,41
362,42
362,43
362,44
362,45
362,46
362,47
362,48
362,49
362,62
362,63
362,64
362,65
362,66
362,67
362,68
362,69
362,70
362,71
362,72
362,73
362,74
363,16
363,17
363,18
363,22
363,23
363,24
363,47
363,48
363,49
363,72
363,73
363,74
363,97
363,98
363,99
364,16
364,17
364,18
364,22
364,23
364,24
364,46
364,47
364,48
364,52
364,53
364,54
364,70
364,71
364,72
364,78
364,79
364,80
364,81
364,82
364,83
364,84
364,85
364,86
364,87
364,88
364,89
364,90
364,91
364,92
364,97
364,98
364,99
365,31
365,32
365,33
365,34
365,35
365,36
365,37
365,38
365,39
365,40
365,46
365,47
365,48
365,52
365,53
365,54
365,70
365,71
365,72
365,78
365,79
365,80
365,81
365,82
365,83
365,84
365,85
365,86
365,87
365,88
365,89
365,90
365,91
365,92
366,3
366,4
366,5
366,21
366,22
366,23
366,31
366,32
366,33
366,34
366,35
366,36
366,37
366,38
366,39
366,40
366,78
366,79
366,80
366,81
366,82
366,83
366,84
366,85
366,86
366,87
366,88
366,89
366,90
366,91
366,92
366,93
366,94
366,95
367,3
367,4
367,5
367,21
367,22
367,23
367,31
367,32
367,33
367,34
367,35
367,36
367,37
367,38
367,39
367,40
367,42
367,43
367,44
367,49
367,50
367,51
367,93
367,94
367,95
368,0
368,1
368,2
368,31
368,32
368,33
368,34
368,35
368,36
368,37
368,38
368,39
368,40
368,42
368,43
368,44
368,49
368,50
368,51
368,94
368,95
368,96
369,0
369,1
369,2
369,31
369,32
369,33
369,34
369,35
369,36
369,37
369,38
369,39
369,40
369,94
369,95
369,96
370,22
370,23
370,24
371,17
371,18
371,19
371,22
371,23
371,24
371,41
371,42
371,43
371,44
371,45
371,46
372,17
372,18
372,19
372,41
372,42
372,43
372,44
372,45
372,46
372,47
372,48
372,49
373,16
373,17
373,18
373,22
373,23
373,24
373,47
373,48
373,49
373,97
373,98
373,99
374,16
374,17
374,18
374,22
374,23
374,24
374,46
374,47
374,48
374,52
374,53
374,54
374,70
374,71
374,72
374,97
374,98
374,99
375,10
375,11
375,12
375,13
375,14
375,15
375,16
375,17
375,18
375,19
375,46
375,47
375,48
375,52
375,53
375,54
375,70
375,71
375,72
375,76
375,77
375,78
375,79
375,80
375,81
375,82
375,83
375,84
375,85
375,86
375,87
375,88
375,89
375,90
376,3
376,4
376,5
376,10
376,11
376,12
376,13
376,14
376,15
376,16
376,17
376,18
376,19
376,21
376,22
376,23
376,76
376,77
376,78
376,79
376,80
376,81
376,82
376,83
376,84
376,85
376,86
376,87
376,88
376,89
376,90
376,93
376,94
376,95
377,3
377,4
377,5
377,10
377,11
377,12
377,13
377,14
377,15
377,16
377,17
377,18
377,19
377,21
377,22
377,23
377,42
377,43
377,44
377,49
377,50
377,51
377,76
377,77
377,78
377,79
377,80
377,81
377,82
377,83
377,84
377,85
377,86
377,87
377,88
377,89
377,90
377,93
377,94
377,95
378,0
378,1
378,2
378,10
378,11
378,12
378,13
378,14
378,15
378,16
378,17
378,18
378,19
378,42
378,43
378,44
378,49
378,50
378,51
378,94
378,95
378,96
379,0
379,1
379,2
379,10
379,11
379,12
379,13
379,14
379,15
379,16
379,17
379,18
379,19
379,94
379,95
379,96
380,22
380,23
380,24
380,25
380,26
380,27
380,28
380,29
380,30
380,31
380,32
380,33
380,34
380,35
380,36
380,37
380,38
380,39
381,17
381,18
381,19
381,22
381,23
381,24
381,25
381,26
381,27
381,28
381,29
381,30
381,31
381,32
381,33
381,34
381,35
381,36
381,37
381,38
381,39
381,41
381,42
381,43
381,44
381,45
381,46
381,78
381,79
381,80
381,81
381,82
381,83
381,84
381,85
381,86
381,87
381,88
381,89
381,90
381,91
381,92
382,17
382,18
382,19
382,25
382,26
382,27
382,28
382,29
382,30
382,31
382,32
382,33
382,34
382,35
382,36
382,37
382,38
382,39
382,41
382,42
382,43
382,44
382,45
382,46
382,47
382,48
382,49
382,78
382,79
382,80
382,81
382,82
382,83
382,84
382,85
382,86
382,87
382,88
382,89
382,90
382,91
382,92
383,22
383,23
383,24
383,43
383,44
383,45
383,47
383,48
383,49
383,78
383,79
383,80
383,81
383,82
383,83
383,84
383,85
383,86
383,87
383,88
383,89
383,90
383,91
383,92
383,97
383,98
383,99
384,6
384,7
384,8
384,9
384,10
384,11
384,12
384,13
384,14
384,15
384,16
384,17
384,18
384,19
384,20
384,22
384,23
384,24
384,43
384,44
384,45
384,52
384,53
384,54
384,70
384,71
384,72
384,97
384,98
384,99
385,6
385,7
385,8
385,9
385,10
385,11
385,12
385,13
385,14
385,15
385,16
385,17
385,18
385,19
385,20
385,30
385,31
385,32
385,33
385,34
385,35
385,36
385,37
385,38
385,39
385,52
385,53
385,54
385,55
385,56
385,57
385,58
385,59
385,60
385,61
385,62
385,63
385,64
385,65
385,66
385,67
385,68
385,69
385,70
385,71
385,72
386,3
386,4
386,5
386,6
386,7
386,8
386,9
386,10
386,11
386,12
386,13
386,14
386,15
386,16
386,17
386,18
386,19
386,20
386,21
386,22
386,23
386,30
386,31
386,32
386,33
386,34
386,35
386,36
386,37
386,38
386,39
386,55
386,56
386,57
386,58
386,59
386,60
386,61
386,62
386,63
386,64
386,65
386,66
386,67
386,68
386,69
386,93
386,94
386,95
386,96
386,97
386,98
387,3
387,4
387,5
387,21
387,22
387,23
387,30
387,31
387,32
387,33
387,34
387,35
387,36
387,37
387,38
387,39
387,42
387,43
387,44
387,49
387,50
387,51
387,55
387,56
387,57
387,58
387,59
387,60
387,61
387,62
387,63
387,64
387,65
387,66
387,67
387,68
387,69
387,93
387,94
387,95
387,96
387,97
387,98
388,0
388,1
388,2
388,30
388,31
388,32
388,33
388,34
388,35
388,36
388,37
388,38
388,39
388,42
388,43
388,44
388,49
388,50
388,51
388,92
388,93
388,94
389,0
389,1
389,2
389,22
389,23
389,24
389,30
389,31
389,32
389,33
389,34
389,35
389,36
389,37
389,38
389,39
389,92
389,93
389,94
390,22
390,23
390,24
391,17
391,18
391,19
391,21
391,22
391,23
391,41
391,42
391,43
391,44
391,45
391,46
391,49
391,50
391,51
392,17
392,18
392,19
392,21
392,22
392,23
392,41
392,42
392,43
392,44
392,45
392,46
392,49
392,50
392,51
393,22
393,23
393,24
393,43
393,44
393,45
393,75
393,76
393,77
393,78
393,79
393,80
393,81
393,82
393,83
393,84
393,85
393,86
393,87
393,88
393,89
393,97
393,98
393,99
394,22
394,23
394,24
394,43
394,44
394,45
394,52
394,53
394,54
394,70
394,71
394,72
394,75
394,76
394,77
394,78
394,79
394,80
394,81
394,82
394,83
394,84
394,85
394,86
394,87
394,88
394,89
394,97
394,98
394,99
395,25
395,26
395,27
395,28
395,29
395,30
395,31
395,32
395,33
395,34
395,52
395,53
395,54
395,70
395,71
395,72
395,75
395,76
395,77
395,78
395,79
395,80
395,81
395,82
395,83
395,84
395,85
395,86
395,87
395,88
395,89
396,3
396,4
396,5
396,21
396,22
396,23
396,25
396,26
396,27
396,28
396,29
396,30
396,31
396,32
396,33
396,34
396,55
396,56
396,57
396,58
396,59
396,60
396,61
396,62
396,63
396,64
396,65
396,66
396,67
396,68
396,69
396,70
396,71
396,72
396,93
396,94
396,95
396,96
396,97
396,98
397,3
397,4
397,5
397,21
397,22
397,23
397,25
397,26
397,27
397,28
397,29
397,30
397,31
397,32
397,33
397,34
397,42
397,43
397,44
397,49
397,50
397,51
397,55
397,56
397,57
397,58
397,59
397,60
397,61
397,62
397,63
397,64
397,65
397,66
397,67
397,68
397,69
397,70
397,71
397,72
397,93
397,94
397,95
397,96
397,97
397,98
398,0
398,1
398,2
398,25
398,26
398,27
398,28
398,29
398,30
398,31
398,32
398,33
398,34
398,42
398,43
398,44
398,49
398,50
398,51
398,55
398,56
398,57
398,58
398,59
398,60
398,61
398,62
398,63
398,64
398,65
398,66
398,67
398,68
398,69
398,72
398,73
398,74
398,92
398,93
398,94
399,0
399,1
399,2
399,22
399,23
399,24
399,25
399,26
399,27
399,28
399,29
399,30
399,31
399,32
399,33
399,34
399,72
399,73
399,74
399,92
399,93
399,94
400,22
400,23
400,24
400,26
400,27
400,28
400,29
400,30
400,31
400,32
400,33
400,34
400,35
400,36
400,37
400,38
400,39
400,40
401,17
401,18
401,19
401,21
401,22
401,23
401,26
401,27
401,28
401,29
401,30
401,31
401,32
401,33
401,34
401,35
401,36
401,37
401,38
401,39
401,40
401,41
401,42
401,43
401,44
401,45
401,46
401,49
401,50
401,51
402,17
402,18
402,19
402,21
402,22
402,23
402,26
402,27
402,28
402,29
402,30
402,31
402,32
402,33
402,34
402,35
402,36
402,37
402,38
402,39
402,40
402,41
402,42
402,43
402,44
402,45
402,46
402,49
402,50
402,51
402,60
402,61
402,62
402,63
402,64
402,65
402,66
402,67
402,68
402,69
403,43
403,44
403,45
403,60
403,61
403,62
403,63
403,64
403,65
403,66
403,67
403,68
403,69
403,97
403,98
403,99
404,43
404,44
404,45
404,52
404,53
404,54
404,60
404,61
404,62
404,63
404,64
404,65
404,66
404,67
404,68
404,69
404,70
404,71
404,72
404,97
404,98
404,99
405,42
405,43
405,44
405,52
405,53
405,54
405,60
405,61
405,62
405,63
405,64
405,65
405,66
405,67
405,68
405,69
405,70
405,71
405,72
406,3
406,4
406,5
406,21
406,22
406,23
406,42
406,43
406,44
406,60
406,61
406,62
406,63
406,64
406,65
406,66
406,67
406,68
406,69
406,70
406,71
406,72
406,93
406,94
406,95
406,96
406,97
406,98
407,3
407,4
407,5
407,21
407,22
407,23
407,42
407,43
407,44
407,49
407,50
407,51
407,70
407,71
407,72
407,93
407,94
407,95
407,96
407,97
407,98
408,0
408,1
408,2
408,42
408,43
408,44
408,49
408,50
408,51
408,72
408,73
408,74
408,92
408,93
408,94
409,0
409,1
409,2
409,22
409,23
409,24
409,72
409,73
409,74
409,92
409,93
409,94
410,22
410,23
410,24
411,17
411,18
411,19
411,21
411,22
411,23
411,41
411,42
411,43
411,44
411,45
411,46
411,49
411,50
411,51
412,17
412,18
412,19
412,21
412,22
412,23
412,41
412,42
412,43
412,44
412,45
412,46
412,49
412,50
412,51
413,6
413,7
413,8
413,9
413,10
413,11
413,12
413,13
413,14
413,15
413,43
413,44
413,45
413,97
413,98
413,99
414,6
414,7
414,8
414,9
414,10
414,11
414,12
414,13
414,14
414,15
414,43
414,44
414,45
414,70
414,71
414,72
414,97
414,98
414,99
415,0
415,1
415,2
415,6
415,7
415,8
415,9
415,10
415,11
415,12
415,13
415,14
415,15
415,30
415,31
415,32
415,33
415,34
415,35
415,36
415,37
415,38
415,39
415,42
415,43
415,44
415,70
415,71
415,72
415,76
415,77
415,78
415,79
415,80
415,81
415,82
415,83
415,84
415,85
415,86
415,87
415,88
415,89
415,90
416,0
416,1
416,2
416,3
416,4
416,5
416,6
416,7
416,8
416,9
416,10
416,11
416,12
416,13
416,14
416,15
416,21
416,22
416,23
416,30
416,31
416,32
416,33
416,34
416,35
416,36
416,37
416,38
416,39
416,42
416,43
416,44
416,70
416,71
416,72
416,76
416,77
416,78
416,79
416,80
416,81
416,82
416,83
416,84
416,85
416,86
416,87
416,88
416,89
416,90
416,93
416,94
416,95
416,96
416,97
416,98
417,3
417,4
417,5
417,6
417,7
417,8
417,9
417,10
417,11
417,12
417,13
417,14
417,15
417,21
417,22
417,23
417,30
417,31
417,32
417,33
417,34
417,35
417,36
417,37
417,38
417,39
417,42
417,43
417,44
417,49
417,50
417,51
417,70
417,71
417,72
417,76
417,77
417,78
417,79
417,80
417,81
417,82
417,83
417,84
417,85
417,86
417,87
417,88
417,89
417,90
417,93
417,94
417,95
417,96
417,97
417,98
418,0
418,1
418,2
418,30
418,31
418,32
418,33
